EbayID,SellerName,SellerAuctionCount,SellerAuctionSaleCount,AuctionMedianPrice,ReturnsCount,is_fraud
221200000000,gridironauthentics_direct,508,422,56,56,0
171001000000,lelands.com,3550,835,0.99,958,0
360608000000,rogmantle,507,7,29.885,131,1
111052000000,autographmike,912,401,0.25,136,0
281090000000,american_card_pickers,1697,91,0.99,1461,1
261197000000,baseballwill1972,436,31,2.12,367,1
350731000000,inkcasualty,1726,1252,0.99,240,0
300875000000,fortleesportcardsandcollectibles,63,52,36,7,0
171010000000,setter71,230,36,9.99,54,0
261190000000,colbyscardsandgraphs,55,28,7.5,10,0
350757000000,the24phone,306,77,27.495,38,0
350776000000,rrforester,125,22,0.5,74,0
290893000000,crinkerman,270,30,26.54,95,0
281089000000,american_card_pickers,1697,91,2.62,73,0
140948000000,spoons4u2,26,22,15.28,4,0
161002000000,kstate97,687,45,4.69,545,1
251255000000,stufftowin,57,12,2.82,25,0
350760000000,rrforester,125,22,0.5,5,0
330878000000,drsports30,3601,172,48.59,913,1
130860000000,bubbyspitneck,506,33,0.99,381,1
130891000000,bluemezze,21,1,74.49,18,1
221218000000,gridironlegends,1740,1540,56,47,0
390563000000,paramusantiques17,32,10,26.89,7,0
360612000000,skibbles74,88,7,34.59,6,1
290880000000,mpapz,1644,97,9.99,941,0
171001000000,bearistasrus208,873,8,1.8,38,0
160985000000,r_grell,347,7,6,304,1
281073000000,american_card_pickers,1697,91,0.99,1148,1
111030000000,mmargu7585,25,3,36,8,0
281083000000,deadeds8210,2149,56,93.09,1047,1
181104000000,bigred1924,12,2,43.275,7,0
121086000000,1966**,20,15,43.275,0,0
380618000000,my09131970,5028,459,2.62,4087,1
130863000000,ledgauges,7099,272,3.115,253,0
290872000000,uliteupmylifezee,53,1,15.28,15,0
221196000000,daniellef-m,68,5,15.28,42,1
300879000000,detroitchampsworld,26,17,9.49,8,0
281081000000,deadeds8210,2149,56,0.99,1541,1
151015000000,legogeek2008,6,1,15.28,1,0
181123000000,advstats_authentics,390,34,9.99,273,1
370802000000,misterinksignatures,4453,142,6.115,4241,1
380622000000,gridironlegends,1740,1540,56,94,0
380627000000,my09131970,5028,459,2.62,4132,1
350726000000,inkcasualty,1726,1252,0.99,123,0
200901000000,undeadshadow,42,4,0.99,18,0
380592000000,probstein123,1771,1735,9.99,36,0
390573000000,jbra8829,330,24,74.49,61,1
350761000000,blueluv_22,32,1,36,28,1
290881000000,shamrock_sox_fan,850,272,15,340,0
251245000000,jham8,62,4,36,2,1
171001000000,vpow9592,15,6,4.31,3,0
380597000000,rileymichael77,286,167,0.99,65,0
300870000000,dtwin1,119,5,33.495,112,1
281097000000,american_card_pickers,1697,91,2.62,1187,1
321104000000,rogmantle,507,7,29.885,480,1
230931000000,mainstreetcooperstown,56,46,181.76,0,0
290899000000,mpapz,1644,97,9.99,1323,1
310652000000,cp1525,209,11,26.89,171,1
281092000000,hitman23db,38,3,93.09,27,1
200909000000,indianastuff,13,4,36,8,1
360619000000,probstein123,1771,1735,29.885,30,0
281074000000,the-autographed-card,1017,29,2.82,801,1
221217000000,hngraphs,401,227,9.99,8,0
300867000000,tomtimtone,101,18,56,55,0
390555000000,autograph*hound,86,43,3.36,18,0
140961000000,mjmauthentics,72,27,50.495,10,0
151028000000,ledgauges,7099,272,9.99,5683,1
221208000000,blueluv_22,32,1,36,17,1
360606000000,55hart,426,19,9.99,95,0
160992000000,reliablecollectibles,233,201,20.49,13,0
190810000000,undeadshadow,42,4,0.99,33,1
310632000000,jamieatwins,156,9,32.34,8,1
300873000000,tahoe_350,76,17,26.54,54,1
230950000000,serenity6241222,249,69,35.975,10,0
140937000000,officialbrettfavre4,1083,309,8.49,174,0
121080000000,mycollections83,7,3,19.15,1,0
151007000000,mateo5001,91,4,7.75,78,1
271172000000,paramusantiques17,32,10,26.89,5,0
151025000000,kstate97,687,45,9.99,437,1
121068000000,prsbob,148,23,2.075,103,0
121072000000,roycey2007,34,2,2.5,22,1
160995000000,leegiffe,3,3,29.885,0,0
310658000000,great_cards_and_autographs,6672,66,0.99,144,0
360643000000,great_cards_and_autographs,6672,66,0.99,3885,0
321098000000,hngraphs,401,227,9.99,69,0
350779000000,sports_is_life_14,1307,343,0.99,254,0
360617000000,swpsales,177,6,4,116,1
370772000000,caseyatdabat2010,182,13,6.25,134,1
321101000000,rochestersports,1638,1631,59.99,2,0
380617000000,gridironlegends,1740,1540,74.49,103,0
300889000000,autograph-reference,1427,46,74.49,83,1
181109000000,dapusher,25,3,48.59,3,0
181106000000,alwayslegitgraphs,342,31,4.99,122,0
200901000000,francisonemoreyear,47,9,10.49,31,0
161015000000,sportmemory755,116,38,59.99,27,0
261199000000,bamafan62,1528,770,2.875,136,0
151022000000,kmg9990,300,16,46.09,90,1
230960000000,2cloggersmom,122,95,0.99,22,0
310648000000,carcards,182,111,9.99,38,0
370792000000,batsman,155,2,29.885,110,1
121094000000,pbrbullridingfan,27,1,36,3,1
360636000000,skibbles74,88,7,34.59,3,1
321109000000,scndseasonlux2012,17,1,26.54,5,1
200909000000,sosad1966,518,43,36,41,1
230949000000,pcalhoun_123,864,81,1.04,53,0
140956000000,flyingdragongermany1,6,2,48.59,4,1
140957000000,mjmauthentics,72,27,50.495,20,0
350772000000,attic_raider58,12,8,127.5,1,0
300889000000,autograph-reference,1427,46,13.75,1371,1
400462000000,reliablecollectibles,233,201,20.49,15,0
251261000000,dadjapots,54,9,5.5,43,0
310647000000,great_cards_and_autographs,6672,66,0.99,4195,1
330904000000,807miami,605,200,2.82,404,0
151033000000,ledgauges,7099,272,3.115,537,0
400451000000,reliablecollectibles,233,201,20.49,3,0
160983000000,prhitking4256,289,244,15.28,19,0
151006000000,mounties50,51,5,66.23,25,1
221197000000,christophallen,133,84,355,46,0
390579000000,jgautographs,489,486,56,3,0
300889000000,autograph-reference,1427,46,74.49,1127,1
221202000000,ambiethebambie,570,138,9.99,257,0
121076000000,dmoney24246,149,43,2.12,66,0
261181000000,ethreedawg,10,3,2.82,1,0
200903000000,indianastuff,13,4,36,7,0
221216000000,levitan2007,26,8,199.99,18,1
380625000000,steeler-man,23,2,37,7,1
221217000000,gobravescj10,34,1,29,25,1
181127000000,neno53,60,3,11.355,13,0
121092000000,tdcel,2,1,15.235,1,0
161004000000,stay-true222,22,3,14.37,6,0
130896000000,romo99,687,24,7.99,565,1
271186000000,baseballwill1972,436,31,2.73,38,0
261200000000,grsportsmem,1262,194,16.26,700,0
321114000000,thespringtrainingexperts22,73,28,8.495,2,0
321101000000,steelers4life420,41,6,0.5,24,0
350777000000,pastimeauction2009,1636,209,9.99,1412,0
310645000000,bbcardscollectibles,886,74,16.26,614,1
261206000000,1lucky1975,130,19,199.99,18,0
380612000000,the_sports_page,5264,2913,2.73,1803,0
251248000000,bbcardscollectibles,886,74,16.26,683,1
151005000000,harryjean0,2791,358,7.5,2215,0
360608000000,great_cards_and_autographs,6672,66,1.87,6092,1
200905000000,wow!autographs,242,36,6.885,154,0
160992000000,military11b2001,656,20,4.31,600,1
261198000000,floridasportsconnection1,22,4,50.495,17,1
330904000000,dgiii,56,17,15.28,23,0
160995000000,richdo2389,467,165,16.26,81,0
221202000000,idhautographs,78,16,10.49,36,0
190812000000,grandpapsantiques,17,8,9.99,4,0
310640000000,agoodidea1og2012,103,13,16.26,71,0
140926000000,diehardmclane,52,4,10.49,16,0
221196000000,thebird,155,31,121.25,99,1
221209000000,thebird,155,31,121.25,111,1
160998000000,live2graph,12016,316,16.26,4094,0
281098000000,deadeds8210,2149,56,2.74,843,0
330898000000,cabezatosh,106,45,1.29,23,0
111046000000,money_and_more_ia,3,2,24.995,0,0
261206000000,1lucky1975,130,19,29,18,0
121088000000,crisp7777,25,24,26.88,0,0
321097000000,gobravescj10,34,1,29,21,1
140943000000,alsam5984,41,13,2.11,6,0
290889000000,nyrangers11988,34,3,199.99,15,1
400453000000,sportsgalleryauthenticated,690,67,11.02,371,0
121090000000,mikitasports,35,9,19.99,0,0
321101000000,miagraphs,98,22,7.32,32,0
261204000000,mik0087,1045,75,35.45,709,1
400470000000,the_sports_page,5264,2913,1.745,546,0
350758000000,showman,177,28,24.97,104,0
111046000000,stevestathas,1576,22,29,1436,1
161013000000,stay-true222,22,3,14.37,15,0
380605000000,bcsportscards,2306,839,6.99,250,0
360632000000,smcomstore,5189,2542,16.26,1309,0
200915000000,esb37,74,14,16.26,60,0
230959000000,hooptswede,38,28,4.995,9,0
350758000000,worldchampionshipcollectibles1,127,54,10.5,47,0
281090000000,elwaysandershof2004,21,11,29,3,0
261190000000,bmoresports81,164,11,55,69,1
380622000000,misterinksignatures,4453,142,3.13,2966,1
350771000000,bamafan62,1528,770,6.99,473,0
281095000000,jamieatwins,156,9,4.99,129,1
140958000000,odyssey-comics,91,75,7.5,14,0
290902000000,shamrock_sox_fan,850,272,2.74,183,0
181125000000,neno53,60,3,11.355,27,0
330907000000,brown,526,53,0.99,458,0
271178000000,russelle1-half,81,8,51,47,1
140925000000,empire-autographs,940,118,3.13,120,0
170999000000,alwayslegitgraphs,342,31,20,77,0
271168000000,johnnyfod,1057,137,24.995,112,0
151006000000,ag--ceg18,36,4,3.49,2,0
370785000000,misterinksignatures,4453,142,9.99,3511,1
380617000000,mtel950,764,8,35,639,1
390568000000,jbra8829,330,24,43.98,174,1
350769000000,pastimeauction2009,1636,209,9.99,267,0
230940000000,smcomstore,5189,2542,9.99,175,0
181123000000,sportsgalleryauthenticated,690,67,7.99,618,1
130889000000,ledgauges,7099,272,1.54,6322,1
300889000000,autograph-reference,1427,46,9.45,1297,1
330876000000,uspis007,6,1,11.355,2,0
281072000000,the-autographed-card,1017,29,0.99,611,1
321079000000,rogmantle,507,7,29,413,1
321080000000,gobravescj10,34,1,29,30,1
130858000000,asquaredsports,42,14,26,2,0
140951000000,graphs-18,8699,594,16.26,5428,1
171021000000,adamyaz,37,19,12.38,5,0
310652000000,bbcardscollectibles,886,74,16.26,803,1
300891000000,portlandgraphers,37,1,16.26,27,1
230957000000,smcomstore,5189,2542,9.99,718,0
251248000000,ahares,705,530,1.25,13,0
181105000000,lightningfan13,299,14,7.99,9,0
130872000000,graphs-18,8699,594,16.26,7490,1
230947000000,russelle1-half,81,8,51,67,1
230947000000,candbautographes,667,89,2.64,210,0
380601000000,misterinksignatures,4453,142,9.99,462,0
370772000000,caseyatdabat2010,182,13,9.99,92,0
390566000000,greenflyautographs022,505,118,10.5,258,0
310632000000,jamieatwins,156,9,4.99,123,1
261186000000,bmoresports81,164,11,55,138,1
400441000000,xjtwins,80,8,2.99,58,0
400423000000,hairmetalwhitey,1182,820,0.99,199,0
380628000000,mtel950,764,8,35,487,1
380586000000,probstein123,1771,1735,14,8,0
370780000000,misterinksignatures,4453,142,8.47,1053,0
400469000000,sportsgalleryauthenticated,690,67,11.02,594,1
380611000000,echobobb,678,523,6,73,0
190830000000,globalsportauthentics,48,32,44.01,1,0
200904000000,landmore5,73,3,1.02,68,1
380589000000,mjsmagic,9,3,10.5,3,0
200913000000,bucher2343,191,23,199.99,38,0
190831000000,doubletcollectibles1,75,6,44.01,53,1
181126000000,pro-signings,201,12,26,164,1
251263000000,bbcardscollectibles,886,74,16.26,387,0
400471000000,mlbpaa,372,1,26,290,1
380586000000,misterinksignatures,4453,142,9.95,3045,1
190828000000,mojoerizen91f1,24,22,10,1,0
181122000000,nven3133,25,13,14,7,0
130895000000,ledgauges,7099,272,1.62,4414,1
151015000000,harv914,2459,555,4.99,674,0
221215000000,rackrs,8,3,3.99,1,0
281094000000,gch420,39,1,3.99,28,1
350780000000,showman,177,28,24.97,58,0
281096000000,ptgsports,849,161,9.99,575,0
160984000000,alc.757,38,10,10,12,0
181127000000,410_mcdermott,115,84,8.47,21,0
370783000000,fanatics,730,726,1.165,2,0
271170000000,emmas-dad1,14,9,7.99,5,0
370782000000,patman4,249,52,1.02,157,0
330889000000,jimbotz67,56,6,199.99,48,1
321090000000,elyriasportsshow,44,13,1.245,26,0
111029000000,seadogs_rookie,304,54,3.5,205,0
390556000000,mjmsportscollectibles,106,80,9.99,19,0
271169000000,russelle1-half,81,8,51,18,1
261185000000,squarefair,137,32,9.45,87,0
170997000000,auctionitmichigan,136,82,29,45,0
330879000000,mikestrzelecki,106,19,7.5,76,0
160986000000,live2graph,12016,316,16.26,10984,1
261204000000,nrc-collectibles,281,1,3.49,244,1
111052000000,monisl2005,101,95,199.99,3,0
390578000000,mlb3278,27,10,12.375,16,0
160996000000,military11b2001,656,20,7.5,538,1
251255000000,grsportsmem,1262,194,16.26,195,0
310658000000,great_cards_and_autographs,6672,66,1.87,3124,0
281093000000,jkfcoins,648,9,5.99,629,1
281090000000,american_card_pickers,1697,91,0.99,936,0
151030000000,mainlineautographs,1080,117,10.49,568,0
121097000000,micron1268,118,99,199.99,0,0
290894000000,heroesanddreams23,10,8,199.99,0,0
390574000000,mtel950,764,8,27.49,266,1
310656000000,bbcardscollectibles,886,74,16.26,561,1
300877000000,millenniumsports,1121,62,3.49,802,1
171007000000,pauln0844,43,38,76,1,0
221199000000,gobravescj10,34,1,10.49,4,0
121092000000,alexgodinez2009,164,3,7.5,125,1
380623000000,terry9998,326,7,5.99,273,1
230956000000,russelle1-half,81,8,51,18,1
321090000000,jmercer23,25,5,14.37,6,0
330894000000,thesportshelf,1344,325,2.74,800,0
140938000000,gardog99,84,26,7.99,26,0
190813000000,ronsbaum,59,3,9.99,41,1
181097000000,570dragonfly,178,24,7.99,75,0
380602000000,elephantmon,59,5,1.25,39,1
221205000000,my-fashionista,314,5,51,58,1
230956000000,bergy67,290,105,0.99,126,0
160983000000,military11b2001,656,20,7.5,308,0
221212000000,gemscollectibles,232,43,10.855,78,0
400416000000,sportsgalleryauthenticated,690,67,19.99,389,0
151033000000,ledgauges,7099,272,1.165,6221,1
251255000000,allstaryankees,311,42,7.32,127,0
321084000000,stlbluesncards,456,21,56,336,1
251238000000,ripkenrulez,118,80,7.5,23,0
390563000000,ptgsports,849,161,199.99,293,0
300878000000,millenniumsports,1121,62,1.245,963,1
181114000000,570dragonfly,178,24,7.99,101,0
350762000000,sports_is_life_14,1307,343,0.99,646,0
360619000000,rclsportsimages,185,2,15.235,115,1
261190000000,bmoresports81,164,11,13.5,138,1
321103000000,bosox6,352,23,29,153,1
271187000000,jkfcoins,648,9,14,472,1
121092000000,adamyaz,37,19,10.55,0,0
360635000000,lelands.com,3550,835,6,2643,0
140942000000,wolffish1972,45,4,4.99,32,1
251255000000,2baytoday,257,52,199.99,187,1
230967000000,al_castle,128,10,2,113,1
151025000000,ledgauges,7099,272,5.49,6361,1
380591000000,yanks1952,1028,59,29.33,355,1
390574000000,joebd147,71,15,9.99,52,0
151005000000,comic-constuff,379,5,110.51,362,1
310647000000,great_cards_and_autographs,6672,66,1.36,6597,1
350776000000,dslsports,607,556,110.51,1,0
251254000000,den_va,229,151,1.8,6,0
370789000000,misterinksignatures,4453,142,10.51,4193,1
380611000000,misterinksignatures,4453,142,10.51,3288,1
330892000000,kevinthekard,24,2,3.25,22,1
390571000000,sabratucson1,160,13,14,124,1
330887000000,kevinthekard,24,2,3.25,17,1
130868000000,bigsnowdawg,218,19,0.99,146,1
170997000000,mhgcards,376,15,0.99,10,0
310617000000,great_cards_and_autographs,6672,66,1.745,4515,1
360608000000,great_cards_and_autographs,6672,66,0.99,323,0
221196000000,rochestersports,1638,1631,114.62,4,0
330884000000,49erspatrickwillis52,20,20,199.99,0,0
261188000000,charitysignings,1045,108,14,762,0
360621000000,rubytender,385,170,10.5,114,0
221191000000,yanks1952,1028,59,29.33,619,1
330911000000,oneloveonelafond,896,325,2,481,0
130877000000,crazzyjj,340,25,87.13,259,1
370797000000,misterinksignatures,4453,142,9.99,2957,1
251260000000,mightyswede,67,6,2,9,0
261198000000,dmart1026,497,16,3,51,0
221202000000,dcameron99,1232,458,2.9,243,0
261187000000,tmcauthentics,80,10,118.5,57,1
251247000000,bamafan62,1528,770,8.41,425,0
230948000000,bergy67,290,105,1.36,122,0
370792000000,caseyatdabat2010,182,13,9.99,86,0
330901000000,smcomstore,5189,2542,199.99,2150,0
360628000000,bestinthebizzcollectibles,42,29,199.99,0,0
360608000000,great_cards_and_autographs,6672,66,0.99,3239,0
190820000000,robin-sings,27,21,20,6,0
360608000000,kong82,405,17,8.49,307,1
160997000000,richdo2389,467,165,14.99,50,0
181106000000,alwayslegitgraphs,342,31,20,283,1
111037000000,suzee83,27,5,22.55,5,0
290883000000,shamrock_sox_fan,850,272,7.25,89,0
261186000000,kmac-716,204,164,7.99,16,0
271171000000,davidrosewell57,187,7,45.495,125,1
161004000000,john31311,451,21,0.99,278,1
190829000000,doubletcollectibles1,75,6,44.01,63,1
370799000000,wamco,639,318,1.145,198,0
161009000000,alc.757,38,10,10,26,0
151029000000,harryjean0,2791,358,2.01,56,0
321100000000,clarksville9,736,66,11.355,137,0
350725000000,pastimeauction2009,1636,209,4.995,694,0
271161000000,johnnyfod,1057,137,24.995,687,0
281073000000,deadeds8210,2149,56,29,1566,1
160995000000,wotareweherefor,3,1,19.97,2,0
281071000000,jkfcoins,648,9,5.99,294,0
151005000000,fisk27,23,15,5.55,8,0
221197000000,rileymichael77,286,167,7.99,61,0
111038000000,ericevans7,39,2,29,4,1
221214000000,capbu6,164,3,16.26,18,0
281098000000,deadeds8210,2149,56,29,262,1
321099000000,rschweitzer2,505,20,27,160,1
261204000000,dyar123,11,1,3,5,0
300878000000,harmon2000,63,12,5.49,32,0
330893000000,franksa9,592,60,27.02,366,1
181105000000,ravinakang,392,98,10.51,235,0
171021000000,minnesotajoe,136,31,3,22,0
400454000000,cap91,151,144,14.75,4,0
160988000000,live2graph,12016,316,14,2012,0
370774000000,stinsonsports,404,224,9.99,17,0
360610000000,probstein123,1771,1735,3.995,27,0
290879000000,michiganelectronics,62,22,199.99,3,0
121080000000,jordan_fan_111,203,156,7.92,32,0
121081000000,chasingmilo,72,17,199.99,8,0
380597000000,misterinksignatures,4453,142,10.51,230,0
221218000000,gridironlegends,1740,1540,110.51,37,0
130859000000,tbdrays29,216,7,9.99,104,0
350751000000,wcarter2841,26,1,27.02,14,1
321082000000,bowlingalleyguy,125,23,1.25,18,0
360643000000,probstein123,1771,1735,9.5,10,0
370803000000,probstein123,1771,1735,14.75,7,0
300897000000,dslsports,607,556,110.51,48,0
380612000000,bcsportscards,2306,839,0.99,1162,0
300871000000,mintsignatures,138,134,199.99,4,0
130862000000,mikeyjmusc,1300,103,0.99,964,1
330911000000,rochestersports,1638,1631,110.51,4,0
321085000000,rochestersports,1638,1631,114.62,3,0
380623000000,bcsportscards,2306,839,2.855,1228,0
370762000000,misterinksignatures,4453,142,10.51,3677,1
160981000000,sabratucson1,160,13,14,73,0
360603000000,hitchiebear29,231,1,18.645,187,1
160982000000,phil_girl,230,5,13.88,219,1
321081000000,jock-o99,37,5,33.54,32,1
300869000000,jacksonscollection,143,10,3.995,89,1
230967000000,broadaxe63,1054,16,0.99,838,1
380628000000,palmbeachautographs,916,36,9.95,484,0
251255000000,fastballking,335,25,7.92,17,0
190818000000,tagg4life,277,41,8.99,162,0
310649000000,cantonandcooper,1933,1751,10.005,3,0
181102000000,wdavis212,522,71,68.335,104,0
290881000000,shamrock_sox_fan,850,272,4.99,262,0
230940000000,megabytewayne,128,6,1.25,114,1
230945000000,possidente,25,3,0.99,4,0
370777000000,misterinksignatures,4453,142,9.99,2967,1
271165000000,gold-and-silver-bullion,494,59,68.335,400,1
121073000000,aig2007,503,23,110.51,19,1
230945000000,dierdres,75,28,19.99,31,0
121076000000,bettawin,13,5,29,7,0
290894000000,nyrangers11988,34,3,199.99,27,1
181125000000,d75utchman,292,1,5.5,286,1
380592000000,hueytix,839,15,1.33,513,1
290876000000,real-mccoy2,859,182,3.995,29,0
300872000000,thesportsandbeerguy,302,28,199.99,86,1
171012000000,jcreswell792012,61,15,27.02,22,0
160994000000,harv914,2459,555,3.25,176,0
400439000000,the_sports_page,5264,2913,1.12,638,0
121083000000,2020sports,82,17,189,61,1
130873000000,ledgauges,7099,272,5,5674,1
171008000000,autographsportstop1,52,15,54.02,16,0
181126000000,anthonyapeazy0,60,7,27.02,5,0
190826000000,acedixon1320,254,48,33.54,156,1
160997000000,rushbabies,57,2,27.02,2,1
230967000000,thebug23,1071,45,2.12,689,1
111057000000,peyton,123,4,1.51,113,1
140950000000,toril617,29,24,68.335,5,0
160982000000,harv914,2459,555,6.99,1239,0
271166000000,terrysportscard,208,13,189,174,1
350769000000,pastimeauction2009,1636,209,2.855,1274,0
380620000000,gamebreakersportss,916,900,110.51,12,0
230957000000,njcards07,156,5,13.88,31,0
321112000000,hueytix,839,15,1.33,531,1
380609000000,gamebreakersportss,916,900,110.51,15,0
321113000000,dbc-ppc,103,1,33.54,68,1
121093000000,lsubd,1057,9,9.99,33,0
330911000000,philadelphiaonlineauctions,93,55,1.65,24,0
380627000000,my09131970,5028,459,0.99,999,0
380627000000,my09131970,5028,459,3,2593,0
140963000000,romo99,687,24,6.99,508,1
190827000000,dlgautographs,531,521,110.51,4,0
200918000000,allischalmersboy,34,4,27.99,22,1
221209000000,parmcindy11,36,4,12.5,21,0
330905000000,2saltywall,63,11,13.225,39,0
